code;name
N32;Outros Transtornos da Bexiga
N33;Transtornos da Bexiga em Doen«ıas Classificadas em Outra Parte
N34;Uretrite e S«ndrome Uretral
N35;Estenose da Uretra
N36;Outros Transtornos da Uretra
N37;Transtornos da Uretra em Doen«ıas Classificadas em Outra Parte
N39;Outros Transtornos do Trato Urin«≠rio
N40;Hiperplasia da Pr«¸stata
N41;Doen«ıas Inflamat«¸rias da Pr«¸stata
N42;Outras Afec«ı«Êes da Pr«¸stata
N43;Hidrocele e Espermatocele
N44;Tor«ı«úo do Test«culo
N45;Orquite e Epididimite
N46;Infertilidade Masculina
N47;Hipertrofia do Prep«ßcio, Fimose e Parafimose
N48;Outros Transtornos do P«¶nis
N49;Transtornos Inflamat«¸rios de «?rg«úos Genitais Masculinos, N«úo Classificados em Outra Parte
N50;Outros Transtornos Dos «?rg«úos Genitais Masculinos
N51;Transtornos Dos «?rg«úos Genitais Masculinos em Doen«ıas Classificadas em Outra Parte
N60;Displasias Mam«≠rias Benignas
N61;Transtornos Inflamat«¸rios da Mama
N62;Hipertrofia da Mama
N63;N«¸dulo Mam«≠rio N«úo Especificado
N64;Outras Doen«ıas da Mama
N70;Salpingite e Ooforite
N71;Doen«ıa Inflamat«¸ria do «?tero, Exceto o Colo
N72;Doen«ıa Inflamat«¸ria do Colo do «?tero
N73;Outras Doen«ıas Inflamat«¸rias P«∏lvicas Femininas
N74;Transtornos Inflamat«¸rios da Pelve Feminina em Doen«ıas Classificadas em Outra Parte
N75;Doen«ıas da Gl«Ωndula de Bartholin
N76;Outras Afec«ı«Êes Inflamat«¸rias da Vagina e da Vulva
N77;Ulcera«ı«úo e Inflama«ı«úo Vulvovaginais em Doen«ıas Classificadas em Outra Parte
N80;Endometriose
N81;Prolapso Genital Feminino
N82;F«stulas do Trato Genital Feminino
N83;Transtornos N«úo-inflamat«¸rios do Ov«≠rio, da Trompa de Fal«¸pio e do Ligamento Largo
N84;P«¸lipo do Trato Genital Feminino
N85;Outros Transtornos N«úo-inflamat«¸rios do «?tero, Exceto do Colo do «?tero
N86;Eros«úo e Ectr«¸pio do Colo do «?tero
N87;Displasia do Colo do «?tero
N88;Outros Transtornos N«úo-inflamat«¸rios do Colo do «?tero
N89;Outros Transtornos N«úo-inflamat«¸rios da Vagina
N90;Outros Transtornos N«úo-inflamat«¸rios da Vulva e do Per«neo
N91;Menstrua«ı«úo Ausente, Escassa e Pouco Freq«¨ente
N92;Menstrua«ı«úo Excessiva, Freq«¨ente e Irregular
N93;Outros Sangramentos Anormais do «?tero e da Vagina
N94;Dor e Outras Afec«ı«Êes Associadas Com os «?rg«úos Genitais Femininos e Com o Ciclo Menstrual
N95;Transtornos da Menopausa e da Perimenopausa
N96;Abortamento Habitual
N97;Infertilidade Feminina
N98;Complica«ı«Êes Associadas «ˇ Fecunda«ı«úo Artificial
N99;Transtornos do Trato Geniturin«≠rio P«¸s-procedimentos N«úo Classificados em Outra Parte
O00;Gravidez Ect«¸pica
O01;Mola Hidatiforme
O02;Outros Produtos Anormais da Concep«ı«úo
O03;Aborto Espont«Ωneo
O04;Aborto Por Raz«Êes M«∏dicas e Legais
O05;Outros Tipos de Aborto
O06;Aborto N«úo Especificado
O07;Falha de Tentativa de Aborto
O08;Complica«ı«Êes Conseq«¨entes a Aborto e Gravidez Ect«¸pica ou Molar
O10;Hipertens«úo Pr«∏-existente Complicando a Gravidez, o Parto e o Puerp«∏rio
O11;Dist«ßrbio Hipertensivo Pr«∏-existente Com Protein«ßria Superposta
O12;Edema e Protein«ßria Gestacionais (induzidos Pela Gravidez), Sem Hipertens«úo
O13;Hipertens«úo Gestacional (induzida Pela Gravidez) Sem Protein«ßria Significativa
O14;Hipertens«úo Gestacional (induzida Pela Gravidez) Com Protein«ßria Significativa
O15;Ecl«Ωmpsia
O16;Hipertens«úo Materna N«úo Especificada
O20;Hemorragia do In«cio da Gravidez
O21;V«Ômitos Excessivos na Gravidez
O22;Complica«ı«Êes Venosas na Gravidez
O23;Infec«ı«Êes do Trato Geniturin«≠rio na Gravidez
O24;Diabetes Mellitus na Gravidez
O25;Desnutri«ı«úo na Gravidez
O26;Assist«¶ncia Materna Por Outras Complica«ı«Êes Ligadas Predominantemente «ˇ Gravidez
O28;"Achados Anormais do Rastreamento (""screening"") Antenatal da M«úe"
O29;Complica«ı«Êes de Anestesia Administrada Durante a Gravidez
O30;Gesta«ı«úo M«ßltipla
O31;Complica«ı«Êes Espec«ficas de Gesta«ı«úo M«ßltipla
O32;Assist«¶ncia Prestada «ˇ M«úe Por Motivo de Apresenta«ı«úo Anormal, Conhecida ou Suspeitada, do Feto
O33;Assist«¶ncia Prestada «ˇ M«úe Por Uma Despropor«ı«úo Conhecida ou Suspeita
O34;Assist«¶ncia Prestada «ˇ M«úe Por Anormalidade, Conhecida ou Suspeita, Dos «?rg«úos P«∏lvicos Maternos
O35;Assist«¶ncia Prestada «ˇ M«úe Por Anormalidade e Les«úo Fetais, Conhecidas ou Suspeitadas
O36;Assist«¶ncia Prestada «ˇ M«úe Por Outros Problemas Fetais Conhecidos ou Suspeitados
O40;Polihidr«Ωmnio
O41;Outros Transtornos Das Membranas e do L«quido Amni«¸tico
O42;Ruptura Prematura de Membranas
O43;Transtornos da Placenta
O44;Placenta Pr«∏via
O45;Descolamento Prematuro da Placenta (abruptio Placentae)
O46;Hemorragia Anteparto N«úo Classificada em Outra Parte
O47;Falso Trabalho de Parto
O48;Gravidez Prolongada
O60;Trabalho de Parto Pr«∏-termo
O61;Falha na Indu«ı«úo do Trabalho de Parto
O62;Anormalidades da Contra«ı«úo Uterina
O63;Trabalho de Parto Prolongado
O64;Obstru«ı«úo do Trabalho de Parto Devida «ˇ M«≠-posi«ı«úo ou M«≠-apresenta«ı«úo do Feto
O65;Obstru«ı«úo do Trabalho de Parto Devida a Anormalidade P«∏lvica da M«úe
O66;Outras Formas de Obstru«ı«úo do Trabalho de Parto
O67;Trabalho de Parto e Parto Complicados Por Hemorragia Intraparto N«úo Classificados em Outra Parte
O68;Trabalho de Parto e Parto Complicados Por Sofrimento Fetal
O69;Trabalho de Parto e Parto Complicados Por Anormalidade do Cord«úo Umbilical
O70;Lacera«ı«úo do Per«neo Durante o Parto
O71;Outros Traumatismos Obst«∏tricos
O72;Hemorragia P«¸s-parto
O73;Reten«ı«úo da Placenta e Das Membranas, Sem Hemorragias
O74;Complica«ı«Êes de Anestesia Durante o Trabalho de Parto e o Parto
O75;Outras Complica«ı«Êes do Trabalho de Parto e do Parto N«úo Classificadas em Outra Parte
O80;Parto «?nico Espont«Ωneo
O81;Parto «?nico Por F«¸rceps ou V«≠cuo-extrator
O82;Parto «?nico Por Cesariana
O83;Outros Tipos de Parto «?nico Assistido
O84;Parto M«ßltiplo
O85;Infec«ı«úo Puerperal
O86;Outras Infec«ı«Êes Puerperais
O87;Complica«ı«Êes Venosas no Puerp«∏rio
O88;Embolia de Origem Obst«∏trica
O89;Complica«ı«Êes da Anestesia Administrada Durante o Puerp«∏rio
O90;Complica«ı«Êes do Puerp«∏rio N«úo Classificadas em Outra Parte
O91;Infec«ı«Êes Mam«≠rias Associadas ao Parto
O92;Outras Afec«ı«Êes da Mama e da Lacta«ı«úo Associadas ao Parto
O94;Seq«¨elas de Complica«ı«Êes da Gravidez, Parto e Puerp«∏rio
O95;Morte Obst«∏trica de Causa N«úo Especificada
O96;Morte, Por Qualquer Causa Obst«∏trica, Que Ocorre Mais de 42 Dias, Mas Menos de 1 Ano, Ap«¸s o Parto
O97;Morte Por Seq«¨elas de Causas Obst«∏tricas Diretas
O98;Doen«ıas Infecciosas e Parasit«≠rias Maternas Classific«≠veis em Outra Parte Mas Que Compliquem a Gravidez, o Parto e o Puerp«∏rio
O99;Outras Doen«ıas da M«úe, Classificadas em Outra Parte, Mas Que Complicam a Gravidez o Parto e o Puerp«∏rio
P00;Feto e Rec«∏m-nascido Afetados Por Afec«ı«Êes Maternas, N«úo Obrigatoriamente Relacionadas Com a Gravidez Atual
P01;Feto e Rec«∏m-nascido Afetados Por Complica«ı«Êes Maternas da Gravidez
P02;Feto e Rec«∏m-nascido Afetados Por Complica«ı«Êes da Placenta, do Cord«úo Umbilical e Das Membranas
P03;Feto e Rec«∏m-nascido Afetados Por Outras Complica«ı«Êes do Trabalho de Parto e do Parto
P04;Feto e Rec«∏m-nascido Afetados Por Influ«¶ncias Nocivas Transmitidas ao Feto Via Placenta ou Leite Materno
P05;Crescimento Fetal Retardado e Desnutri«ı«úo Fetal
P07;Transtornos Relacionados Com a Gesta«ı«úo de Curta Dura«ı«úo e Peso Baixo ao Nascer N«úo Classificados em Outra Parte
P08;Transtornos Relacionados Com a Gesta«ı«úo Prolongada e Peso Elevado ao Nascer
P10;Lacera«ı«úo Intracraniana e Hemorragia Devidas a Traumatismo de Parto
P11;Outros Traumatismos de Parto do Sistema Nervoso Central
P12;Les«úo do Couro Cabeludo Devida a Traumatismo de Parto
P13;Les«Êes do Esqueleto Devidas a Traumatismo de Parto
P14;Les«Êes ao Nascer do Sistema Nervoso Perif«∏rico
P15;Outros Traumatismos de Parto
P20;Hip«¸xia Intra-uterina
P21;Asfixia ao Nascer
P22;Desconforto (ang«ßstia) Respirat«¸rio(a) do Rec«∏m-nascido
P23;Pneumonia Cong«¶nita
P24;S«ndrome de Aspira«ı«úo Neonatal
P25;Enfisema Intersticial e Afec«ı«Êes Correlatas Originadas no Per«odo Perinatal
P26;Hemorragia Pulmonar Originada no Per«odo Perinatal
P27;Doen«ıa Respirat«¸ria Cr«Ônica Originada no Per«odo Perinatal
P28;Outras Afec«ı«Êes Respirat«¸rias Originadas no Per«odo Perinatal
P29;Transtornos Cardiovasculares Originados no Per«odo Perinatal
P35;Doen«ıas Virais Cong«¶nitas
P36;Septicemia Bacteriana do Rec«∏m-nascido
P37;Outras Doen«ıas Infecciosas e Parasit«≠rias Cong«¶nitas
P38;Onfalite do Rec«∏m-nascido Com ou Sem Hemorragia Leve
P39;Outras Infec«ı«Êes Espec«ficas do Per«odo Perinatal
P50;Perda Sang«¨«nea Fetal
P51;Hemorragia Umbilical do Rec«∏m-nascido
P52;Hemorragia Intracraniana N«úo-traum«≠tica do Feto e do Rec«∏m-nascido
P53;Doen«ıa Hemorr«≠gica do Feto e do Rec«∏m-nascido
P54;Outras Hemorragias Neonatais
P55;Doen«ıa Hemol«tica do Feto e do Rec«∏m-nascido
P56;Hidropsia Fetal Devida a Doen«ıa Hemol«tica
P57;Kernicterus
P58;Icter«cia Neonatal Devida a Outras Hem«¸lises Excessivas
P59;Icter«cia Neonatal Devida a Outras Causas e «ˇs N«úo Especificadas
P60;Coagula«ı«úo Intravascular Disseminada do Feto e do Rec«∏m-nascido
P61;Outros Transtornos Hematol«¸gicos Perinatais
P70;Transtornos Transit«¸rios do Metabolismo Dos Carboidratos Espec«ficos do Feto e do Rec«∏m-nascido
P71;Transtornos Transit«¸rios do Metabolismo do C«≠lcio e do Magn«∏sio do Per«odo Neonatal
P72;Outros Transtornos End«¸crinos Transit«¸rios do Per«odo Neonatal
P74;Outros Dist«ßrbios Eletrol«ticos e Metab«¸licos Transit«¸rios do Per«odo Neonatal
P75;«çleo Meconial
P76;Outras Obstru«ı«Êes Intestinais do Rec«∏m-nascido
P77;Enterocolite Necrotizante do Feto e do Rec«∏m-nascido
P78;Outros Transtornos do Aparelho Digestivo do Per«odo Perinatal
P80;Hipotermia do Rec«∏m-nascido
P81;Outros Dist«ßrbios da Regula«ı«úo T«∏rmica do Rec«∏m-nascido
P83;Outras Afec«ı«Êes Comprometendo o Tegumento Espec«ficas do Feto e do Rec«∏m-nascido
P90;Convuls«Êes do Rec«∏m-nascido
P91;Outros Dist«ßrbios da Fun«ı«úo Cerebral do Rec«∏m-nascido
P92;Problemas de Alimenta«ı«úo do Rec«∏m-nascido
P93;Rea«ı«Êes e Intoxica«ı«Êes Devidas a Drogas Administradas ao Feto e ao Rec«∏m-nascido
P94;Transtornos do T«Ônus Muscular do Rec«∏m-nascido
P95;Morte Fetal de Causa N«úo Especificada
P96;Outras Afec«ı«Êes Originadas no Per«odo Perinatal
Q00;Anencefalia e Malforma«ı«Êes Similares
Q01;Encefalocele
Q02;Microcefalia
Q03;Hidrocefalia Cong«¶nita
Q04;Outras Malforma«ı«Êes Cong«¶nitas do C«∏rebro
Q05;Espinha B«fida
Q06;Outras Malforma«ı«Êes Cong«¶nitas da Medula Espinhal
Q07;Outras Malforma«ı«Êes Cong«¶nitas do Sistema Nervoso
Q10;Malforma«ı«Êes Cong«¶nitas Das P«≠lpebras, do Aparelho Lacrimal e da «?rbita
Q11;Anoftalmia, Microftalmia e Macroftalmia
Q12;Malforma«ı«Êes Cong«¶nitas do Cristalino
Q13;Malforma«ı«Êes Cong«¶nitas da C«Ωmara Anterior do Olho
Q14;Malforma«ı«Êes Cong«¶nitas da C«Ωmara Posterior do Olho
Q15;Outras Malforma«ı«Êes Cong«¶nitas do Olho
Q16;Malforma«ı«Êes Cong«¶nitas do Ouvido Causando Comprometimento da Audi«ı«úo
Q17;Outras Malforma«ı«Êes Cong«¶nitas da Orelha
Q18;Outras Malforma«ı«Êes Cong«¶nitas da Face e do Pesco«ıo
Q20;Malforma«ı«Êes Cong«¶nitas Das C«Ωmaras e Das Comunica«ı«Êes Card«acas
Q21;Malforma«ı«Êes Cong«¶nitas Dos Septos Card«acos
Q22;Malforma«ı«Êes Cong«¶nitas Das Valvas Pulmonar e Tric«ßspide
Q23;Malforma«ı«Êes Cong«¶nitas Das Valvas A«¸rtica e Mitral
Q24;Outras Malforma«ı«Êes Cong«¶nitas do Cora«ı«úo
Q25;Malforma«ı«Êes Cong«¶nitas Das Grandes Art«∏rias
Q26;Malforma«ı«Êes Cong«¶nitas Das Grandes Veias
Q27;Outras Malforma«ı«Êes Cong«¶nitas do Sistema Vascular Perif«∏rico
Q28;Outras Malforma«ı«Êes Cong«¶nitas do Aparelho Circulat«¸rio
Q30;Malforma«ı«úo Cong«¶nita do Nariz
Q31;Malforma«ı«Êes Cong«¶nitas da Laringe
Q32;Malforma«ı«Êes Cong«¶nitas da Traqu«∏ia e Dos Br«Ônquios
Q33;Malforma«ı«Êes Cong«¶nitas do Pulm«úo
Q34;Outras Malforma«ı«Êes Cong«¶nitas do Aparelho Respirat«¸rio
Q35;Fenda Palatina
Q36;Fenda Labial
Q37;Fenda Labial Com Fenda Palatina
Q38;Outras Malforma«ı«Êes Cong«¶nitas da L«ngua, da Boca e da Faringe
Q39;Malforma«ı«Êes Cong«¶nitas do Es«Ôfago
Q40;Outras Malforma«ı«Êes Cong«¶nitas do Trato Digestivo Superior
Q41;Aus«¶ncia, Atresia e Estenose Cong«¶nita do Intestino Delgado
Q42;Aus«¶ncia, Atresia e Estenose Cong«¶nita do C«¸lon
Q43;Outras Malforma«ı«Êes Cong«¶nitas do Intestino
Q44;Malforma«ı«Êes Cong«¶nitas da Ves«cula Biliar, Das Vias Biliares e do F«gado
Q45;Outras Malforma«ı«Êes Cong«¶nitas do Aparelho Digestivo
Q50;Malforma«ı«Êes Cong«¶nitas Dos Ov«≠rios, Das Trompas de Fal«¸pio e Dos Ligamentos Largos
Q51;Malforma«ı«Êes Cong«¶nitas do «?tero e do Colo do «?tero
Q52;Outras Malforma«ı«Êes Cong«¶nitas Dos «?rg«úos Genitais Femininos
Q53;Test«culo N«úo-descido
Q54;Hiposp«≠dias
Q55;Outras Malforma«ı«Êes Cong«¶nitas Dos «?rg«úos Genitais Masculinos
Q56;Sexo Indeterminado e Pseudo-hermafroditismo
Q60;Agenesia Renal e Outros Defeitos de Redu«ı«úo do Rim
Q61;Doen«ıas C«sticas do Rim
Q62;Anomalias Cong«¶nitas Obstrutivas da Pelve Renal e Malforma«ı«Êes Cong«¶nitas do Ureter
Q63;Outras Malforma«ı«Êes Cong«¶nitas do Rim
Q64;Outras Malforma«ı«Êes Cong«¶nitas do Aparelho Urin«≠rio
Q65;Malforma«ı«Êes Cong«¶nitas do Quadril
Q66;Deformidades Cong«¶nitas do p«∏
Q67;Deformidades Osteomusculares Cong«¶nitas da Cabe«ıa, da Face, da Coluna e do T«¸rax
Q68;Outras Deformidades Osteomusculares Cong«¶nitas
Q69;Polidactilia
Q70;Sindactilia
Q71;Defeitos, Por Redu«ı«úo, do Membro Superior
Q72;Defeitos, Por Redu«ı«úo, do Membro Inferior
Q73;Defeitos Por Redu«ı«úo de Membro N«úo Especificado
Q74;Outras Malforma«ı«Êes Cong«¶nitas Dos Membros
Q75;Outras Malforma«ı«Êes Cong«¶nitas Dos Ossos do Cr«Ωnio e da Face
Q76;Malforma«ı«Êes Cong«¶nitas da Coluna Vertebral e Dos Ossos do T«¸rax
Q77;Osteocondrodisplasia Com Anomalias de Crescimento Dos Ossos Longos e da Coluna Vertebral
Q78;Outras Osteocondrodisplasias
Q79;Malforma«ı«Êes Cong«¶nitas do Sistema Osteomuscular N«úo Classificadas em Outra Parte
Q80;Ictiose Cong«¶nita
Q81;Epiderm«¸lise Bolhosa
Q82;Outras Malforma«ı«Êes Cong«¶nitas da Pele
Q83;Malforma«ı«Êes Cong«¶nitas da Mama
Q84;Outras Malforma«ı«Êes Cong«¶nitas do Tegumento
Q85;Facomatoses N«úo Classificadas em Outra Parte
Q86;S«ndromes Com Malforma«ı«Êes Cong«¶nitas Devidas a Causas Ex«¸genas Conhecidas, N«úo Classificadas em Outra Parte
Q87;Outras S«ndromes Com Malforma«ı«Êes Cong«¶nitas Que Acometem M«ßltiplos Sistemas
Q89;Outras Malforma«ı«Êes Cong«¶nitas N«úo Classificadas em Outra Parte
Q90;S«ndrome de Down
Q91;S«ndrome de Edwards e S«ndrome de Patau
Q92;Outras Trissomias e Trissomias Parciais Dos Autossomos, N«úo Classificadas em Outra Parte
Q93;Monossomias e Dele«ı«Êes Dos Autossomos, N«úo Classificadas em Outra Parte
Q95;Rearranjos Equilibrados e Marcadores Estruturais, N«úo Classificados em Outra Parte
Q96;S«ndrome de Turner
Q97;Outras Anomalias Dos Cromossomos Sexuais, Fen«¸tipo Feminino, N«úo Classificadas em Outra Parte
Q98;Outras Anomalias Dos Cromossomos Sexuais, Fen«¸tipo Masculino, N«úo Classificadas em Outra Parte
Q99;Outras Anomalias Dos Cromossomos, N«úo Classificadas em Outra Parte
R00;Anormalidades do Batimento Card«aco
R01;Sopros e Outros Ru«dos Card«acos
R02;Gangrena N«úo Classificada em Outra Parte
R03;Valor Anormal da Press«úo Arterial Sem Diagn«¸stico
R04;Hemorragia Das Vias Respirat«¸rias
R05;Tosse
R06;Anormalidades da Respira«ı«úo
R07;Dor de Garganta e no Peito
R09;Outros Sintomas e Sinais Relativos Aos Aparelhos Circulat«¸rio e Respirat«¸rio
R10;Dor Abdominal e P«∏lvica
R11;N«≠usea e V«Ômitos
R12;Pirose
R13;Disfagia
R14;Flatul«¶ncia e Afec«ı«Êes Correlatas
R15;Incontin«¶ncia Fecal
R16;Hepatomegalia e Esplenomegalia N«úo Classificadas em Outra Parte
R17;Icter«cia N«úo Especificada
R18;Ascite
R19;Outros Sintomas e Sinais Relativos ao Aparelho Digestivo e ao Abdome
R20;Dist«ßrbios da Sensibilidade Cut«Ωnea
R21;Eritema e Outras Erup«ı«Êes Cut«Ωneas N«úo Especificadas
R22;Tumefa«ı«úo, Massa ou Tumora«ı«úo Localizadas da Pele e do Tecido Subcut«Ωneo
R23;Outras Altera«ı«Êes Cut«Ωneas
R25;Movimentos Involunt«≠rios Anormais
R26;Anormalidades da Marcha e da Mobilidade
R27;Outros Dist«ßrbios da Coordena«ı«úo
R29;Outros Sintomas e Sinais Relativos Aos Sistemas Nervoso e Osteomuscular
R30;Dor Associada «ˇ Mic«ı«úo
R31;Hemat«ßria N«úo Especificada
R32;Incontin«¶ncia Urin«≠ria N«úo Especificada
R33;Reten«ı«úo Urin«≠ria
R34;An«ßria e Olig«ßria
R35;Poli«ßria
R36;Secre«ı«úo Uretral
R39;Outros Sintomas e Sinais Relativos ao Aparelho Urin«≠rio
R40;Sonol«¶ncia, Estupor e Coma
R41;Outros Sintomas e Sinais Relativos «ˇ Fun«ı«úo Cognitiva e «ˇ Consci«¶ncia
R42;Tontura e Instabilidade
R43;Dist«ßrbios do Olfato e do Paladar
R44;Outros Sintomas e Sinais Relativos «ˇs Sensa«ı«Êes e «ˇs Percep«ı«Êes Gerais
R45;Sintomas e Sinais Relativos ao Estado Emocional
R46;Sintomas e Sinais Relativos «ˇ Apar«¶ncia e ao Comportamento
R47;Dist«ßrbios da Fala N«úo Classificados em Outra Parte
R48;Dislexia e Outras Disfun«ı«Êes Simb«¸licas, N«úo Classificadas em Outra Parte
R49;Dist«ßrbios da Voz
R50;Febre de Origem Desconhecida e de Outras Origens
R51;Cefal«∏ia
R52;Dor N«úo Classificada em Outra Parte
R53;Mal Estar, Fadiga
R54;Senilidade
R55;S«ncope e Colapso
R56;Convuls«Êes, N«úo Classificadas em Outra Parte
R57;Choque N«úo Classificado em Outra Parte
R58;Hemorragia N«úo Classificada em Outra Parte
R59;Aumento de Volume Dos G«Ωnglios Linf«≠ticos
R60;Edema N«úo Classificado em Outra Parte
R61;Hiperidrose
R62;Retardo do Desenvolvimento Fisiol«¸gico Normal
R63;Sintomas e Sinais Relativos «ˇ Ingest«úo de Alimentos e L«quidos
R64;Caquexia
R68;Outros Sintomas e Sinais Gerais
R69;Causas Desconhecidas e N«úo Especificadas de Morbidade
R70;Velocidade de Hemossedimenta«ı«úo Elevada e Outras Anormalidades da Viscosidade Plasm«≠tica
R71;Anormalidade Das Hem«≠cias
R72;Anormalidade Dos Leuc«¸citos N«úo Classificada em Outra Parte
R73;Aumento da Glicemia
R74;Anormalidades Dos N«veis de Enzimas S«∏ricas
R75;Evid«¶ncia Laboratorial do V«rus da Imunodefici«¶ncia Humana (HIV)
R76;Outros Achados Imunol«¸gicos Anormais no Soro
R77;Outras Anormalidades Das Prote«nas Plasm«≠ticas
R78;Presen«ıa de Drogas e de Outras Subst«Ωncias Normalmente N«úo Encontradas no Sangue
R79;Outros Achados Anormais de Exames Qu«micos do Sangue
R80;Protein«ßria Isolada
R81;Glicos«ßria
R82;Outros Achados Anormais na Urina
R83;Achados Anormais no L«quido Cefalorraquidiano
R84;Achados Anormais de Material Proveniente Dos «?rg«úos Respirat«¸rios e do T«¸rax
R85;Achados Anormais de Material Proveniente Dos «?rg«úos Digestivos e da Cavidade Abdominal
R86;Achados Anormais de Material Proveniente Dos «?rg«úos Genitais Masculinos
R87;Achados Anormais de Material Proveniente Dos «?rg«úos Genitais Femininos
R89;Achados Anormais de Material Proveniente de Outros «?rg«úos, Aparelhos, Sistemas e Tecidos
R90;Resultados Anormais de Exames Para Diagn«¸stico Por Imagem do Sistema Nervoso Central
R91;Achados Anormais, de Exames Para Diagn«¸stico Por Imagem, do Pulm«úo
R92;Achados Anormais, de Exames Para Diagn«¸stico Por Imagem, da Mama
R93;Achados Anormais de Exames Para Diagn«¸stico Por Imagem de Outras Estruturas do Corpo
R94;Resultados Anormais de Estudos de Fun«ı«úo
R95;S«ndrome da Morte S«ßbita na Inf«Ωncia
R96;Outras Mortes S«ßbitas de Causa Desconhecida
R98;Morte Sem Assist«¶ncia
R99;Outras Causas Mal Definidas e as N«úo Especificadas de Mortalidade
S00;Traumatismo Superficial da Cabe«ıa
S01;Ferimento da Cabe«ıa
S02;Fratura do Cr«Ωnio e Dos Ossos da Face
S03;Luxa«ı«úo, Entorse ou Distens«úo Das Articula«ı«Êes e Dos Ligamentos da Cabe«ıa
S04;Traumatismo Dos Nervos Cranianos
S05;Traumatismo do Olho e da «?rbita Ocular
S06;Traumatismo Intracraniano
S07;Les«Êes Por Esmagamento da Cabe«ıa
S08;Amputa«ı«úo Traum«≠tica de Parte da Cabe«ıa
S09;Outros Traumatismos da Cabe«ıa e os N«úo Especificados
S10;Traumatismo Superficial do Pesco«ıo
S11;Ferimento do Pesco«ıo
S12;Fratura do Pesco«ıo
S13;Luxa«ı«úo, Entorse ou Distens«úo Das Articula«ı«Êes e Dos Ligamentos do Pesco«ıo
S14;Traumatismo de Nervos e da Medula Espinhal ao N«vel Cervical
S15;Traumatismo Dos Vasos Sang«¨«neos ao N«vel do Pesco«ıo
S16;Traumatismo de Tend«Êes e de M«ßsculos do Pesco«ıo
S17;Les«Êes Por Esmagamento do Pesco«ıo
S18;Amputa«ı«úo Traum«≠tica ao N«vel do Pesco«ıo
S19;Outros Traumatismos do Pesco«ıo e os N«úo Especificados
S20;Traumatismo Superficial do T«¸rax
S21;Ferimento do T«¸rax
S22;Fratura de Costela(s), Esterno e Coluna Tor«≠cica
S23;Luxa«ı«úo, Entorse e Distens«úo de Articula«ı«Êes e Dos Ligamentos do T«¸rax
S24;Traumatismos de Nervos e da Medula Espinhal ao N«vel do T«¸rax
S25;Traumatismo de Vasos Sang«¨«neos do T«¸rax
S26;Traumatismo do Cora«ı«úo
S27;Traumatismo de Outros «?rg«úos Intrator«≠cicos e Dos N«úo Especificados
S28;Les«úo Por Esmagamento do T«¸rax e Amputa«ı«úo Traum«≠tica de Parte do T«¸rax
S29;Outros Traumatismos do T«¸rax e os N«úo Especificados
S30;Traumatismo Superficial do Abdome, do Dorso e da Pelve
S31;Ferimento do Abdome, do Dorso e da Pelve
S32;Fratura da Coluna Lombar e da Pelve
S33;Luxa«ı«úo, Entorse ou Distens«úo Das Articula«ı«Êes e Dos Ligamentos da Coluna Lombar e da Pelve
S34;Traumatismo Dos Nervos e da Medula Lombar ao N«vel do Abdome, do Dorso e da Pelve
S35;Traumatismo de Vasos Sang«¨«neos ao N«vel do Abdome, do Dorso e da Pelve
S36;Traumatismo de «?rg«úos Intra-abdominais
S37;Traumatismo do Aparelho Urin«≠rio e de «?rg«úos P«∏lvicos
S38;Les«úo Por Esmagamento e Amputa«ı«úo Traum«≠tica de Parte do Abdome, do Dorso e da Pelve
S39;Outros Traumatismos e os N«úo Especificados do Abdome, do Dorso e da Pelve
S40;Traumatismo Superficial do Ombro e do Bra«ıo
S41;Ferimento do Ombro e do Bra«ıo
S42;Fratura do Ombro e do Bra«ıo
S43;Luxa«ı«úo, Entorse e Distens«úo Das Articula«ı«Êes e Dos Ligamentos da Cintura Escapular
S44;Traumatismo de Nervos ao N«vel do Ombro e do Bra«ıo
S45;Traumatismo Dos Vasos Sang«¨«neos ao N«vel do Ombro e do Bra«ıo
S46;Traumatismo de Tend«úo e M«ßsculo ao N«vel do Ombro e do Bra«ıo
S47;Les«úo Por Esmagamento do Ombro e do Bra«ıo
S48;Amputa«ı«úo Traum«≠tica do Ombro e do Bra«ıo
S49;Outros Traumatismos e os N«úo Especificados do Ombro e do Bra«ıo
S50;Traumatismo Superficial do Cotovelo e do Antebra«ıo
S51;Ferimento do Antebra«ıo
S52;Fratura do Antebra«ıo
S53;Luxa«ı«úo, Entorse e Distens«úo Das Articula«ı«Êes e Dos Ligamentos do Cotovelo
S54;Traumatismo de Nervos ao N«vel do Antebra«ıo
S55;Traumatismo de Vasos Sang«¨«neos ao N«vel do Antebra«ıo
S56;Traumatismo do M«ßsculo e Tend«úo ao N«vel do Antebra«ıo
S57;Les«úo Por Esmagamento do Antebra«ıo
S58;Amputa«ı«úo Traum«≠tica do Cotovelo e do Antebra«ıo
S59;Outros Traumatismos do Antebra«ıo e os N«úo Especificados
S60;Traumatismo Superficial do Punho e da M«úo
S61;Ferimento do Punho e da M«úo
S62;Fratura ao N«vel do Punho e da M«úo
S63;Luxa«ı«úo, Entorse e Distens«úo Das Articula«ı«Êes e Dos Ligamentos ao N«vel do Punho e da M«úo
S64;Traumatismo de Nervos ao N«vel do Punho e da M«úo
S65;Traumatismo de Vasos Sang«¨«neos ao N«vel do Punho e da M«úo
